stringsfile version 1
2562
str_no_string NO_STRING!
str_npc8_backstory_response_1 Well,_I_do_need_fine_swordsmen_in_my_party...
str_npc9_backstory_response_1 Well,_if_so_--_you're_welcome_to_join_me.
str_npc10_backstory_response_1 Would_you_perhaps_want_to_join_me?
str_npc11_backstory_response_1 I_would_be_glad_to_accept_you_in_my_party,_if_you_would_be_willing_to_ride_with_me.
str_npc12_backstory_response_1 In_fact_I_do_need_a_doctor_for_the_party._Please,_join_me.
str_npc13_backstory_response_1 Perhaps_you_wish_to_prove_your_talents_under_my_command?
str_npc14_backstory_response_1 Well,_you_would_not_be_out_of_place_in_my_party.
str_npc15_backstory_response_1 So,_you_say_you_crushed_your_husband's_skull_with_a_rolling-pin_and_drove_off_three_guards_with_a_halberd?
str_npc16_backstory_response_1 You_could_be_very_useful_in_my_party.
str_npc1_backstory_response_2 I_would_be_glad_to_accept_you,_but_not_yet._Please_wait_just_a_little_while.
str_npc2_backstory_response_2 I_am_not_looking_for_companions.
str_npc3_backstory_response_2 Nay,_I'm_fed_up_with_talking_to_you.
str_npc4_backstory_response_2 I_would_presume_such_a_famous_warrior_would_not_accept_me_as_commander.
str_npc5_backstory_response_2 You_should_return_to_the_Swedish_army._We_do_not_walk_the_same_path.
str_npc6_backstory_response_2 A_sad_tale._But_I_have_heard_the_likes_of_it_before._Farewell!
str_npc7_backstory_response_2 The_Cossacks_say:_A_thin_fellow_is_either_a_sick_man_or_a_poor_man._So_I_hope_you_understand...
str_npc8_backstory_response_2 Sorry,_but_I_have_no_need_for_an_executioner._Ask_someone_else.
str_npc9_backstory_response_2 Every_man_determines_for_himself_what_is_their_just_cause._I_believe_I_am_not_the_best_companion_for_you.
str_npc10_backstory_response_2 My_advice_would_be_to_return_to_service.
str_npc11_backstory_response_2 Perhaps_you_should_find_yourself_a_new_Horde,_then...
str_npc12_backstory_response_2 Oh_no,_friend!_You_might_poison_me_too!
str_npc13_backstory_response_2 I_have_always_thought_that_sorcerers_were_liars._It_seems_to_me_that_you_got_what_you_deserved.
str_npc14_backstory_response_2 I_fear_I_do_not_have_enough_in_my_purse_to_pay_for_all_your_fine_talents._So_my_answer_must_be_no.
str_npc15_backstory_response_2 My,_my._I_pity_whoever_gets_mixed_up_with_you.
str_npc16_backstory_response_2 It_sounds_like_you_might_be_more_trouble_than_you're_worth.
str_npc1_signup Excellent,_then._Let_us_dine_and_then_make_our_way!
str_npc2_signup I_hope_you_will_forgive_me_if_I_will_not_join_you_at_the_table._I_already_had_my_supper,_and_I_never_dine_afterwards.
str_npc3_signup I_accept_this_offer_with_pleasure,_{my_son/dear}!_I_swear_by_Sweet_Mary_Mother_of_God,_you_shall_not_regret_it.
str_npc4_signup Very_well._As_you_wish.
str_npc5_signup Very_well._But_know_that_I_am_not_only_a_good_marksman_and_pikeman..._I_also_manage_prisoners_well,_and_can_help_with_collecting_war_trophies.
str_npc6_signup I_have_nowhere_to_go._Few_would_dare_hire_a_runaway_marksman._I_would_be_glad_to_follow_you._You_know,_I_can_hit_a_squirrel's_eye_with_an_arrow,_and_I_can_read_trails_like_no_one_else.
str_npc7_signup Thank_you,_{sir/madam}._This_is_good_cause_to_drink_a_couple_of_mugs_of_fine_kvass...
str_npc8_signup Allah_is_merciful,_for_he_has_sent_a_kind_master_to_me._By_the_way,_it_would_be_nice_to_have_a_good_lunch._Without_pork,_of_course!
str_npc9_signup Thank_you._I_have_led_squadrons_into_battle,_and_I_can_be_your_right_arm_during_a_fight._And_I_can_wield_the_pike_like_nobody_can!
str_npc10_signup Of_course!_I_swear_you_shall_never_regret_this._I_will_train_your_soldiers_day_and_night!_I_will_make_true_warriors_of_them!
str_npc11_signup I_was_born_in_the_saddle._I_am_a_master_of_the_sword,_and_I_can_easily_track_my_way_through_a_steppe.
str_npc12_signup I_am_most_grateful._I_can_not_only_heal_fever_and_apply_leeches._I_can_also_dress_battle_wounds!
str_npc13_signup You_offer_me_a_place_by_your_side?_Very_well,_I_accept.
str_npc14_signup Very_well,_I_agree_to_follow_you._Now_I_will_take_into_my_hands_the_matters_of_selling_and_buying._--_And_I_am_not_only_good_at_trading,_but_I_can_hold_a_blade_as_well._The_carts_often_need_to_be_protected,_as_I'm_sure_you_know...
str_npc15_signup I_am_quiet_as_a_mouse_when_I_am_calm._But_if_I_am_angry,_I_can_crush_anyone_with_my_bare_hands._Take_me_with_you,_good_{sir/lady}._I_can_cook_pies_as_well!
str_npc16_signup I_am_ready_to_follow_you_even_into_Shaitan's_jaws._I_am_adept_at_using_the_knife_--_and_an_excellent_marksman.
str_npc1_signup_2 Just_remember_this:_soldiers_must_be_well-fed_and_well-paid_at_all_times.
str_npc2_signup_2 I_wield_the_sword_with_great_skill,_and_I_have_mastered_battle_tactics_through_long_study._In_addition,_I_can_do_bloodletting_in_the_case_of_a_sickness.
str_npc3_signup_2 Church_services_is_not_my_only_trade._I_wield_a_pike_quite_well,_and_if_you_should_ever_need_to_persuade_someone,_I_can_do_it_even_if_it's_a_dead_body._I_do_detest_cowards,_however...
str_npc4_signup_2 Just_keep_in_mind,_ever_since_I_was_taken_prisoner,_I_cannot_stand_commanders_who_run_away_from_the_field_of_battle.
str_npc5_signup_2 Just_keep_in_mind,_in_the_Swedish_army_we_are_accustomed_to_regular_meals_and_timely_pay._And_I_shall_not_fight_against_my_own_nation,_either._I_do_hope_you_understand.
str_npc6_signup_2 I_hope_you_are_an_honest_warrior,_and_not_some_rogue._I_have_seen_much_in_my_days_of_service,_and_I_shall_not_suffer_innocents_to_be_harmed.
str_npc7_signup_2 Just_keep_in_mind,_I_would_not_stand_being_dishonored_by_my_commander.
str_npc8_signup_2 Timely_food_is_the_best_way_to_secure_loyalty,_yes._And_I_try_to_keep_away_from_all_these_women..._Ungodly_creatures_are_they!
str_npc9_signup_2 Just_so_as_long_as_our_party_does_not_fail_to_maintain_knightly_honor,_I_am_content._Honor_is_the_first_thought_of_a_Lithuanian_noble,_even_a_penniless_one.
str_npc10_signup_2 So_as_long_as_our_party_is_strong_and_united,_I_am_with_you._But_I_can_tolerate_no_misconduct_--_and_debts_and_or_untimely_pay!
str_npc11_signup_2 Just_remember,_we_had_better_not_meet_any_Crimeans.
str_npc12_signup_2 Just_note_one_thing..._I_am_of_the_simple_folk,_and_I_have_no_love_for_those_masters_who_would_earn_their_fortune_by_robbing_the_ordinary_folks...
str_npc13_signup_2 My_craft_forbids_me_killing_people_--_except_in_self-defense._Yet_in_all_things_peaceful_I_am_useful_like_no_other.
str_npc14_signup_2 Better_there_be_no_other_women_around._Else_there's_a_life_of_constant_squabbles.
str_npc15_signup_2 All_in_all,_if_you_need_something_done_about_the_household,_call_me.
str_npc16_signup_2 One_thing_I_can't_stand_is_cowardice_and_dishonor.
str_npc1_signup_response_1 I_never_skimp_on_provisions,_old_man._Worry_not.
str_npc2_signup_response_1 Well_then,_you_are_welcome_to_join_my_men.
str_npc3_signup_response_1 I_hope_your_quick_tongue_will_be_of_use_to_us.
str_npc4_signup_response_1 I_am_agreed_with_you_there._Let's_have_a_toast_--_I'm_buying!_And_ready_your_stuff,_we_set_out_shortly.
str_npc5_signup_response_1 Very_well._Prepare_yourself_for_a_journey,_free_lance._Let_us_see_what_you're_worth.
str_npc6_signup_response_1 Exactly_the_man_I_need._After_dinner_we_shall_set_out.
str_npc7_signup_response_1 Have_your_kvass,_young_man,_and_do_not_be_troubled.
str_npc8_signup_response_1 Do_your_job_and_worry_not_about_your_meals.
str_npc9_signup_response_1 I_am_glad_we_understand_each_other.
str_npc10_signup_response_1 Such_a_helper_would_be_of_use_to_me!
str_npc11_signup_response_1 Well,_Nogai,_consider_yourself_enlisted.
str_npc12_signup_response_1 I_always_do_as_honor_demands._Come_now,_prepare_for_the_journey.
str_npc13_signup_response_1 I_hope_you_can_cook_up_some_luck_for_us.
str_npc14_signup_response_1 I_think_you_may_get_along_with_my_companions._Gather_yourself.
str_npc15_signup_response_1 Pies_you_say?_I_feel_you_might_be_more_useful_on_the_battlefield_than_in_the_kitchen.
str_npc16_signup_response_1 Well,_gather_yourself._We_set_out_soon.
str_npc1_signup_response_2 War_tightens_our_belts_oftentimes._So,_no,_sorry...
str_npc2_signup_response_2 Travel_with_Dracula's_offspring?_No_thanks.
str_npc3_signup_response_2 If_you_wish_to_join_an_army,_you_should_take_off_your_robes_and_your_cross,_and_put_on_a_cuirass._Perhaps_we_shall_talk_again_once_you_have_made_up_your_mind.
str_npc4_signup_response_2 You_can_win_a_war_even_if_you_lose_a_battle._Look_for_another_companion.
str_npc5_signup_response_2 You_must_be_mistaken,_free_lance._This_is_no_royal_regiment_that_I_command.
str_npc6_signup_response_2 In_war,_the_line_between_robbery_and_feats_of_arms_is_often_blurred._'Tis_better_we_should_part_ways_now.
str_npc7_signup_response_2 A_moralist_abstainer?_We_do_not_spend_our_days_praying_to_God._We_make_our_living_by_making_war.
str_npc8_signup_response_2 Woman-hater,_executioner,_and_a_glutton_as_well..._I_fear_our_ways_must_part.
str_npc9_signup_response_2 I_think_you_might_not_get_along_so_well_with_my_lads._So_long!
str_npc10_signup_response_2 I_fear_a_devil_like_you_would_just_scare_off_all_my_mercenaries.
str_npc11_signup_response_2 It_is_dangerous_to_have_you_with_me._I_wish_no_trouble_with_the_Tatars.
str_npc12_signup_response_2 And_what_else_are_serfs_for?_Nay,_I_need_no_rebels_among_my_men.
str_npc13_signup_response_2 A_pacifist_in_a_party_is_more_dangerous_than_a_cuirassier_regiment.
str_npc14_signup_response_2 Hell_no._I_need_no_thievish_female_women-haters.
str_npc15_signup_response_2 There_was_a_woman,_a_warrior_in_France_once_upon_a_time,_Joan_of_Arc._She_came_to_a_bad_end...
str_npc16_signup_response_2 A_bodyguard_with_a_strong_sense_of_decency?_Sounds_a_bit_silly,_don't_you_think?
str_npc1_payment I_will_be_very_useful_to_you,_{sir/madame},_you_can_bet_on_that._Just_one_more_thing_before_we_leave,_would_you_mind_lending_me_{reg3}_denars?_I_am_ashamed_to_admit_it,_but_I_am_in_a_bit_debt_at_the_moment._I've_stayed_in_this_tavern_for_a_few_weeks_and_the_tavern_owners_no_longer_believe_I_am_as_loaded_with_gold_as_I_said_I_was._You_know,_things_could_get_ugly_here_if_they_see_me_leaving_with_you_before_paying_them._changed
str_npc2_payment With_pleasure._Just_one_plea_-_last_night_I_was_somewhat_unlucky_at_a_game_table._Could_you_pay_my_debt?_The_sum_is_pitiful,_merely_{reg3}_thaler._But_with_this_I_can_leave_the_town_with_a_clean_conscience.
str_npc3_payment .
str_npc4_payment Just_a_minor_note_--_I_have_a_small_debt_to_the_innkeeper._Last_night_I_went_on_a_spree,_offered_drinks_to_all_in_the_inn._Then_we_brawled_with_some_visiting_Poles..._Could_you_perhaps_buy_out_my_debt?_It's_only_{reg3}_thaler.
str_npc5_payment And_one_more_thing._After_I_lost_all_my_possessions,_I_had_to_sell_my_cuirass._Could_you_afford_me_{reg3}_thaler_in_advance,_that_I_might_pay_back_to_the_usurer?_Without_a_cuirass_in_battle,_I_would_be_worth_little_more_than_a_turtle_without_a_shell.
str_npc6_payment Yes,_but_there's_a_small_problem._My_wife_remains_penniless._If_you_could_give_me_{reg3}_thaler,_that_I_could_send_to_her_for_her_needs,_I_would_go_with_you_straight_away._Otherwise_I_shall_have_to_become_a_brigand_to_raise_the_money.
str_npc7_payment I_am_ready._Just_one_small_request,_give_me_{reg3}_thaler_for_a_new_coat._Mine_is_worn_out,_I_wouldn't_want_to_travel_looking_so..._unpresentable.
str_npc8_payment My_axe_shall_serve_you_well,_aye._Of_course,_if_you_give_me_{reg3}_thaler_to_pay_for_a_new_handle._I_have_worked_for_a_full_month_at_the_local_slaughterhouse,_and_the_axe_has_been_worn_out.
str_npc9_payment It_is_a_pleasure_to_deal_with_you,_{sir/madam}._But_I_have_a_small_request._I_need_to_raise_{reg3}_thaler_urgently,_to_buy_a_family_tree_which_was_composed_and_sealed_by_the_stamp_of_a_King_of_Arms,_whom_I_met_along_the_way_by_miraculous_chance,_nothing_less._With_such_a_parchment_in_my_hands,_I_could_quite_well_reclaim_my_lands...
str_npc10_payment This_is_most_welcome_news!_And_since_we're_in_this_together,_might_I_ask_of_you_a_small_favor?_A_mere_{reg3}_thaler_--_this_is_how_much_the_local_jeweler_asks_for_a_ring,_which_I_wish_to_send_to_my_pani._Perhaps_she_will_return_to_me_once_she_receives_it.
str_npc11_payment Allahu_Akbar!_Please_give_me_{reg3}_thaler_for_a_new_saddle.
str_npc12_payment {Sir/Madam},_I_would_only_like_to_settle_some_formalities,_a_little_advance,_so_to_speak_--_just_{reg3}_thaler.
str_npc13_payment Now_that_we_have_an_agreement,_dare_I_ask_of_you_a_small_favor?_My_distant_relative_who_resides_here_offered_me_a_place_to_stay._Could_you_give_me_{reg3}_thaler_so_that_I_could_repay_her_for_all_the_good_she's_done_for_me?
str_npc14_payment Just_a_small_nuisance,_though._There_was_a_fair_here_the_other_day,_and_I_sold_some_wine_to_a_small_party,_without_permission_from_the_local_trade_guild._Until_I_pay_their_fine_of_{reg3}_thaler,_the_guards_will_not_let_me_leave_town.
str_npc15_payment Oh,_what_joy!_Kind_{sir/lady},_can_you_not_spare_a_mere_{reg3}_thaler_for_some_new_Moroccan_shoes?_--_I_can't_go_anywhere_in_these_foot-wraps.
str_npc16_payment Thank_you!_But_first,_please_give_me_{reg3}_thaler._I_have_found_an_excellent_undercloth_chain_armor._Without_proper_armor,_what_sort_of_a_bodyguard_would_I_be?
str_npc1_payment_response Alright._
str_npc2_payment_response Here's_{reg3}_thaler.
str_npc3_payment_response Alright._
str_npc4_payment_response Why_would_you_even_ask._Here's_{reg3}_thaler.
str_npc5_payment_response There's_{reg3}_thaler_in_this_purse._I_hope_you_will_work_off_this_lone_with_your_loyal_service.
str_npc6_payment_response Family_must_go_first._Here,_take_the_money.
str_npc7_payment_response Of_course._Take_the_money.
str_npc8_payment_response Here,_count_it_twice.
str_npc9_payment_response For_a_noble,_one's_family_tree_is_everything._Take_the_money,_you're_welcome_to_it.
str_npc10_payment_response Here_is_{reg3}_thaler,_but_I_don't_think_it's_a_worthwhile_investment.
str_npc11_payment_response Very_well,_here's_{reg3}_thaler.
str_npc12_payment_response Well,_I_should_expect_you_to_serve_me_hand_and_foot_for_this._Here,_take_it.
str_npc13_payment_response No_one_is_safe_from_poverty_or_prison,_as_they_say._Here,_take_the_money.
str_npc14_payment_response Here,_take_it._I_feel_this_investment_will_soon_be_well_repaid.
str_npc15_payment_response All_right,_take_it._I_am_glad_to_have_you_with_us.
str_npc16_payment_response If_you_need_it,_then_you_need_it._Here,_{reg3}_thaler.
str_npc1_morality_speech Listen_up,_{son/my_dear}!_I_warned_you_all_right,_I_have_no_love_for_{s21}!
str_npc2_morality_speech I_hope_you_don't_mind_my_saying_so,_but_do_I_dislike_{s21}._It_is_not_worthy_of_a_noble.
str_npc3_morality_speech Unbearable!_Again_{s21}._How_long_shall_we_endure_it?
str_npc4_morality_speech Hey_Cossack,_{s21}_is_a_shame_for_any_Sich_dweller._Next_time_you_had_better_think_before_doing_something_like_this.
str_npc5_morality_speech We_have_to_{s21}?_How_unexpected._Caring_for_soldiers_should_come_first.
str_npc6_morality_speech You_ordered_{s21}!_I_simply_cannot_accept_this!
str_npc7_morality_speech So,_{s21}?_I_am_deeply_shaken.
str_npc8_morality_speech Ah,_{s21},_shaitan_take_me!_Even_my_guts_rise_up_against_it.
str_npc9_morality_speech Oh,_{s21}_is_a_disgrace_for_me._I_will_not_render_such_service.
str_npc10_morality_speech For_me_{s21}_means_dishonor._A_commander_who_would_allow_it_could_never_gain_my_trust.
str_npc11_morality_speech We_are_warriors,_we_should_not_{s21}._Otherwise_we_shall_soon_lose_all_our_soldiers.
str_npc12_morality_speech Commander,_{sir/madam},_I_am_a_doctor_and_I_cannot_idly_stand_by_while_you_{s21}._Have_mercy_on_these_simple_men!
str_npc13_morality_speech Listen_now,_{s21}_cannot_be_good_for_a_man_who_I_trust_with_my_life._Do_not_allow_it_any_further!_Do_not_tempt_your_fortune.
str_npc14_morality_speech I_am_a_quartermaster_and_I_cannot_allow_{s21}._Try_to_avoid_it_in_the_future.
str_npc15_morality_speech Here's_what_I_say_--_{s21}_is_a_sin._If_it_continues,_I_know_not_what_I_shall_do...
str_npc16_morality_speech Master,_I_warned_you_nothing_offends_me_more_than_{s21}._I_hope_it_never_happens_again.
str_npc1_2ary_morality_speech It's_{s21}_again!_Hell_no,_this_cannot_stand!
str_npc2_2ary_morality_speech You_decided_to_{s21}._If_this_continues,_we_shall_have_to_part_ways.
str_npc3_2ary_morality_speech Oh_well,_{s21}._I_do_not_approve_of_that.
str_npc4_2ary_morality_speech Glory_and_honor_come_first!_And_you,_you_decided_to_{s21},_may_you_burn_in_hell!
str_npc5_2ary_morality_speech [No_secondary_moral_code]
str_npc6_2ary_morality_speech [No_secondary_moral_code]
str_npc7_2ary_morality_speech I_consider_{s21}_unacceptable._If_it_continues,_I_shall_find_myself_another_commander.
str_npc8_2ary_morality_speech [No_secondary_moral_code]
str_npc9_2ary_morality_speech [No_secondary_moral_code]
str_npc10_2ary_morality_speech [No_secondary_moral_code]
str_npc11_2ary_morality_speech [No_secondary_moral_code]
str_npc12_2ary_morality_speech [No_secondary_moral_code]
str_npc13_2ary_morality_speech You_can_allow_{s21}_with_ease?_I_fear_we_will_not_get_along_so_well.
str_npc14_2ary_morality_speech [No_secondary_moral_code]
str_npc15_2ary_morality_speech [No_secondary_moral_code]
str_npc16_2ary_morality_speech [No_secondary_moral_code]
str_npc1_personalityclash_speech Here's_what,_{son/my_dear}!_Since_that_damned_thievish_{s11}_is_with_us,_I_cannot_be_in_peace._He_pretends_to_be_a_saint,_but_in_truth_he_is_a_thief_and_a_swindler.
str_npc2_personalityclash_speech I_cannot_stand_it_any_longer._That_unfrocked_monk_{s11}_stalks_me_all_the_time._I_don't_know_what_he's_up_to,_but_each_night_he_draws_a_circle_with_chalk_and_prays_inside_of_it,_while_he_looks_at_me_strangely._And_the_other_day_he_tried_to_splash_me_with_holy_water...
str_npc3_personalityclash_speech Here's_what_I_say,_commander._That_old_{s11}_is_a_cruel_man._I_can't_even_take_a_step_without_him_accusing_me_of_all_manner_of_deadly_sins.
str_npc4_personalityclash_speech Listen,_friend._I_suspect_{s11}._His_story_about_fleeing_from_Moscow_is_an_obvious_fabrication._I_swear_by_my_cross,_he_is_spying_on_us,_under_the_guise_of_sending_letters_to_Astrakhan.
str_npc5_personalityclash_speech Allow_me_to_speak,_{herr/dame}_{playername}!_I_must_note_that_this_{s11}_is_rather_suspicious._He_does_not_enjoy_the_sunlight,_wanders_about_the_camp_at_night,_and_behaves_strangely_in_general.
str_npc6_personalityclash_speech Allow_me_to_speak!_I_do_not_like_that_{s11}_with_his_hangman's_habits._The_very_thought_that_I_might_have_landed_in_the_hands_of_his_ilk,_had_I_not_fled_Moscow..._It_sends_shivers_through_me.
str_npc7_personalityclash_speech Captain,_I_can_no_longer_be_silent._The_presence_of_that_old_{s11}_is_more_and_more_unbearable_each_day._Learning_that_I_cannot_stand_even_the_smell_of_spirits,_he_always_tries_to_breathe_into_my_face._And_he_stinks_like_an_ale-barrel.
str_npc8_personalityclash_speech Listen,_aga!_{s11}-hanum_is_a_dreadful_women,_I_swear_by_Allah._She_killed_her_husband,_and_now_I_feel_she_put_her_evil_eyes_on_me.
str_npc9_personalityclash_speech {playername}!_I_would_like_to_say_that_{s11}_is_not_the_best_of_company._He_refers_to_my_homeland_of_Bryansk_as_native_Russian_lands,_while_any_man_with_a_hint_of_education_knows_they_have_always_been_part_of_Lithuania!
str_npc10_personalityclash_speech Pardon_me,_but_for_how_long_must_I_bear_the_presence_of_that_uncouth_Swede?_{s11}_is_no_traveling_companion_--_indeed,_he_is_nothing_more_than_a_servant._And_if_you_ask_him_of_a_small_favor,_he_puffs_himself_up_like_some_kind_of_peacock!
str_npc11_personalityclash_speech That_boy_is_driving_me_crazy!_Yes,_that_{s11}._Not_a_day_passes_without_him_getting_underfoot.
str_npc12_personalityclash_speech I_have_tried_to_constrain_myself,_good_commander,_but_{s11}_drives_me_to_despair._In_his_eyes_I_am_but_a_serf,_a_bondsman_with_no_right_to_even_raise_my_eyes_to_him.
str_npc13_personalityclash_speech If_{s11}_cannot_stop_looking_at_me_as_if_I_were_some_tavern_wench,_I_shall_make_some_ill_charms_for_him._Of_that_you_can_be_sure.
str_npc14_personalityclash_speech {Sir/Madam},_let_me_make_this_plan._I_do_not_appreciate_that_noble_who_thinks_of_me_as_of_a_pile_of_dirt_on_the_road,_or_something_stuck_to_his_oh-so-noble_boot._Yes,_I_am_referring_to_{s11}._I_am_an_army_quartermaster,_not_some_serf_wench!
str_npc15_personalityclash_speech Forgive_this_poor_wife_speaking_out,_but_tell_me_please,_why_is_it_you_took_a_vampire_in_our_party?_Of_course,_I'm_talking_about_{s11}_--_who_else?_He's_just_like_in_my_grandmother's_fairytales.
str_npc16_personalityclash_speech Oh,_master!_I_can_bear_much,_but_not_a_witch_in_the_party._The_shaman_tricks_of_that_{s11}_are_not_to_my_liking_--_not_at_all.
str_npc1_personalityclash_speech_b If_that_{s11}_tries_preaching_to_me_one_more_time,_I_swear_I_will_beat_him_black_and_blue,_just_like_any_gentryman_should!
str_npc2_personalityclash_speech_b I_respect_religious_feelings,_but_this_has_become_absurd!
str_npc3_personalityclash_speech_b His_scabrous_jokes_about_me_make_the_unwashed_soldiery_laugh._I_shall_not_be_able_to_tolerate_this_forever.
str_npc4_personalityclash_speech_b I_am_sure_he_is_a_spy._And_shall_you_tolerate_his_presence_any_further,_you_shall_have_to_choose:_him_or_me!
str_npc5_personalityclash_speech_b Once_I_awoke_and_saw_his_pale_face_and_teeth_above_me._I_do_not_enjoy_standing_under_the_same_banner_as_a_vampire.
str_npc6_personalityclash_speech_b Walking_side_by_side_with_this_monster_is_more_dreadful_by_the_day._I_am_not_the_timid_type,_but_it_is_a_haunting_thing_to_have_a_hangman_behind_one's_back.
str_npc7_personalityclash_speech_b All_the_time_he_yells_Polish_his_songs_and_the_like,_and_calls_the_Tsar's_warlords_cowards_and_bandits._My_patience_has_reached_its_limit!
str_npc8_personalityclash_speech_b What_did_I_say,_anyway?_It_was_meant_as_a_compliment._I_merely_remarked_that_in_my_harem_she_would_be_the_third_or_even_the_second_wife!_What_is_wrong_with_these_Russian_women!?
str_npc9_personalityclash_speech_b If_he_persists,_this_will_end_with_a_duel_quite_surely.
str_npc10_personalityclash_speech_b Discipline_is_based_on_strict_subordination._Pardon_me,_but_I_have_no_love_for_familiarity.
str_npc11_personalityclash_speech_b The_worst_part_is_that_he_constantly_yells_at_me_in_battle,_telling_me_what_I_should_do._Thanks_to_him,_my_good_yesir,_good_captives_were_lost!_Teach_him_to_behave,_oh_Mirza,_or_I_shall_do_so_myself.
str_npc12_personalityclash_speech_b But_I_am_a_member_of_our_party_just_like_he!_Oh,_what_a_noble_he_is,_with_not_even_a_single_plot_of_arable_land._I_can_no_longer_stand_this_humiliation!
str_npc13_personalityclash_speech_b I_am_an_upright_girl_and_shall_not_stand_the_rudeness_of_soldiers.
str_npc14_personalityclash_speech_b If_he_once_more_throws_me_his_coat,_muttering_through_his_teeth_that_it_must_be_clean_by_morning,_I'm_afraid_I_shall_simply_have_to_look_for_another_company.
str_npc15_personalityclash_speech_b Perhaps_he_is_a_good_warrior,_but_so_what?_When_he_wanders_about_in_the_night,_my_heart_fills_with_terror._And_I_am_not_alone_in_that_feeling..._You_have_a_decision_to_make...
str_npc16_personalityclash_speech_b The_other_day_she_came_and_offered_me_a_luck_charm._To_me_--_a_Muslim!_When_the_Allah_damns_the_infidels_to_death..
str_npc1_personalityclash2_speech There's_a_troublemaking_Cossack_in_the_party._You_know_who_I_mean_--_{s11}._That_one_is_a_hundred_times_more_trouble_than_he's_worth._If_he's_to_stay_with_us_any_longer,_then_I_shall_have_to_bid_you_farewell,_{son/my_dear}.
str_npc2_personalityclash2_speech Perhaps_I_speak_out_of_turn,_{sir/madam},_but_that_{s11}_is_truly_a_witch._I_met_her_at_the_cemetery_the_night_when_the_moon_was_bright._She_was_gathering_some_roots._I_fear_to_think_what_she's_going_to_brew_with_them...
str_npc3_personalityclash2_speech Virgin_Mary_be_my_witness,_the_Cossack_{s11}_is_verily_a_devil-spawn!_I_mean_this_quite_apart_from_his_hatred_of_us_upright_Catholics._I_have_seen_much,_but_never_have_I_witnessed_a_man_who_can_drink_a_full_bottle_of_vodka_in_the_morning_and_then_wander_around_the_camp_looking_for_a_brawl..._Aye,_that_I_have_seen_for_the_first_time_in_my_life.
str_npc4_personalityclash2_speech I_can't_get_it,_eh_--_that_{s11}_never_so_much_as_touches_vodka!_What_sort_of_a_knight_from_hell_is_he_then?
str_npc5_personalityclash2_speech {Herr_Kommandant/Kommandantin}_,_forgive_me_for_being_frank_--_but_that_Lithuanian_parvenu_{s11}_gives_me_no_peace._He_imagines_himself_an_officer_and_demands_I_be_his_servant.
str_npc6_personalityclash2_speech You_know_what,_{sir/madam}!?_I_am_a_straightforward_man_and_I_shall_be_frank._We_should_not_drag_that_witch_around_with_us._We_don't_need_{s11}_with_her_potions,_charms_and_magic.
str_npc7_personalityclash2_speech Captain,_hear_me._{s11}_has_turned_my_life_to_hell._First_she_started_patronizing_me,_then_called_me_her_son,_and_tried_to_enter_my_tent_during_the_night.
str_npc8_personalityclash2_speech And_one_more_thing,_{playername}-aga!_Your_guard,_{s11},_took_a_dislike_to_me_from_the_first_day._I_always_expecting_some_dirty_trick_from_her.
str_npc9_personalityclash2_speech {s11}!_He_took_the_best_place_right_under_my_nose_and_did_not_even_apologize!_If_that_Tatar_cannot_learn_to_behave_like_a_man_of_culture,_I_shall_teach_him_a_lesson!
str_npc10_personalityclash2_speech {s11}_is_a_dangerous_man._He_is_as_good_a_doctor_as_I_would_be_the_Patriarch_of_Jerusalem._What_is_he_doing_in_our_party_anyway?
str_npc11_personalityclash2_speech {s11}_is_a_spy_for_the_Giray!_She_was_sent_to_assassinate_me,_surely.
str_npc12_personalityclash2_speech I_would_be_content_and_have_no_complaints,_were_it_not_for_{s11}._The_witch_hates_me._She_complains_that_I_remind_her_of_her_late_husband...
str_npc13_personalityclash2_speech I_am_patient,_but_even_I_have_my_limits._This_{s11}_has_apparently_mistaken_me_for_that_pani_who_so_boldly_turned_him_round_her_finger._His_courting_and_insinuations_are_offensive_to_me.
str_npc14_personalityclash2_speech Tell_me_honestly,_why_do_we_keep_that_quack_in_the_party?_{s11}_is_a_fraud_and_a_good-for-nothing._His_concoctions_make_my_belly_hurt,_and_if_he_shows_those_awful_leeches_to_me_one_more_time,_I_shall_feed_them_to_him_on_the_spot...
str_npc15_personalityclash2_speech Oh_well,_I_can_no_longer_stand_it._That_{s11},_the_heathen_merchant,_bought_rotten_meat_and_withered_vegetables_again._How_am_I_supposed_to_make_a_lunch_of_that?
str_npc16_personalityclash2_speech {s11}_is_a_parvenu_with_crazy_ideas_of_an_independent_Nogai_Khanate._Believe_me,_he_will_only_bring_trouble_down_on_our_heads.
str_npc1_personalityclash2_speech_b He_always_guzzles_down_the_vodka_and_sets_his_mind_to_thinking_whom_he_should_rob...
str_npc2_personalityclash2_speech_b Perhaps_you_want_to_ask_what_I_was_doing_on_the_cemetery_late_at_night?_I_was_just_walking_by._Note_that_if_you_continue_to_keep_the_company_of_a_witch,_I_shall_have_to_leave_your_party.
str_npc3_personalityclash2_speech_b In_our_last_fight_he_almost_got_me_killed,_confusing_me_for_the_enemy._And_his_yells_at_me_--_Damned_schismatic!_I_come_from_an_old_gentry_house_of_Spasokukotskis,_and_I_shall_not_suffer_some_serf_to_mock_me.
str_npc4_personalityclash2_speech_b Pardon_me,_but_if_the_lads_see_me_in_the_same_company_with_that_milksop,_I_will_be_laughed_at_by_the_entire_Sich.
